url_length,has_https,path_depth,has_query_params,num_query_params,has_fragment,has_port,subdomain_count,is_ip_address,domain_tld,domain_has_hyphens,domain_length,status_code,status_category,response_size,response_time_ms,is_redirect,redirect_chain_length,total_headers,server_header_present,server_header,x_powered_by_present,content_type,has_cookies,num_cookies,has_cors,cache_control,security_headers_count,has_csp,has_hsts,has_xss_protection,has_frame_options,has_content_type_options,has_forms,form_count,has_inputs,input_count,has_buttons,button_count,has_textarea,textarea_count,has_select,select_count,has_links,link_count,has_images,image_count,has_scripts,script_count,has_stylesheets,stylesheet_count,has_javascript,has_comments,comment_count,has_meta_tags,meta_count,has_title,server_apache,server_nginx,server_iis,tech_php,tech_aspnet,tech_jsp,tech_wordpress,tech_drupal,tech_joomla,has_debug_info,has_error_messages,has_sql_errors,has_file_paths,cookie_count,session_cookies,redirect_count,has_redirect_chain,final_https,input_to_form_ratio,script_to_content_ratio,security_score,interactivity_score,scan_id,timestamp,target_url,original_url,is_redirect_response,final_url,redirect_chain_len,has_password_input,password_count,has_hidden_input,hidden_count,has_file_upload,file_upload_count,has_search_input,search_count,internal_script_count,external_script_count,internal_link_count,external_link_count,has_waf,waf_cloudflare,waf_aws,waf_imperva,reflection_detected,has_jwt,has_api_keys,secure_cookie_ratio,httponly_cookie_ratio,samesite_cookie_ratio,is_vulnerable
21,1,0,0,0,0,0,1,0,com,0,12,200,2,172054,421.096,0,,22,1,cloudflare,0,html,0,0,0,0,5,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,142,1,59,1,42,1,2,1,1,18,1,19,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,1,1,0.0,0.0002441094075115,0.625,0.0,20260227_225736,2026-02-27T22:57:36.921954,https://www.syfe.com/,https://www.syfe.com/,False,https://www.syfe.com/,3.0,,,,,,,,,,,,,,,,,,,,,,,
25,1,0,0,0,0,0,1,0,com,0,16,200,2,53768,694.181,0,,19,1,cloudflare,0,html,1,1,0,1,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,1,1,1,6,1,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0.0,0.0001115905371224,0.5,0.0,20260227_223641,2026-02-27T22:36:41.808879,https://www.coinhako.com/,https://www.coinhako.com/,False,https://www.coinhako.com/,3.0,,,,,,,,,,,,,,,,,,,,,,,
25,1,0,0,0,0,0,2,0,sa,0,16,200,2,2302,341.72799999999995,0,,14,0,unknown,0,html,1,2,0,0,4,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,2,1,1,0.0,0.0039096437880104,0.5,0.0,20260227_015923,2026-02-27T01:59:23.609182,https://ipsar.chi.gov.sa/,https://ipsar.chi.gov.sa/,False,https://ipsar.chi.gov.sa/,3.0,,,,,,,,,,,,,,,,,,,,,,,
69,1,2,1,1,0,0,2,0,sa,0,21,200,2,39873,440.318,0,,19,0,unknown,0,html,1,4,0,1,5,0,1,1,1,1,1,1,1,8,0,0,0,0,0,0,1,3,1,2,1,6,1,1,1,1,2,1,7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,12,3,5,1,1,8.0,0.0001504777669099,0.625,0.2257166503649086,20260226_224521,2026-02-26T22:45:24.308239,https://emmconsole.stc.com.sa/AirWatch/Login?ReturnUrl=%2FAirWatch%2F,https://emmconsole.stc.com.sa/,False,https://emmconsole.stc.com.sa/AirWatch/Login?ReturnUrl=%2FAirWatch%2F,6.0,,,,,,,,,,,,,,,,,,,,,,,
39,1,1,0,0,0,0,2,0,sa,0,21,302,3,157,375.002,1,,17,0,unknown,0,html,1,3,0,1,5,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,2,1,0,0.0,0.0,0.625,0.0,20260226_224521,2026-02-26T22:45:23.405444,https://emmconsole.stc.com.sa/AirWatch/,https://emmconsole.stc.com.sa/,True,https://emmconsole.stc.com.sa/AirWatch/,3.0,,,,,,,,,,,,,,,,,,,,,,,
51,1,2,0,0,0,0,2,0,sa,0,21,302,3,127,349.036,1,,15,0,unknown,0,html,1,3,0,1,5,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,1,0,0.0,0.0,0.625,0.0,20260226_224521,2026-02-26T22:45:22.602830,https://emmconsole.stc.com.sa/AirWatch/default.aspx,https://emmconsole.stc.com.sa/,True,https://emmconsole.stc.com.sa/AirWatch/default.aspx,2.0,,,,,,,,,,,,,,,,,,,,,,,
30,1,0,0,0,0,0,2,0,sa,0,21,302,3,168,338.189,1,,7,0,unknown,0,html,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0.0,0.0,0.125,0.0,20260226_224521,2026-02-26T22:45:21.812491,https://emmconsole.stc.com.sa/,https://emmconsole.stc.com.sa/,True,https://emmconsole.stc.com.sa/,1.0,,,,,,,,,,,,,,,,,,,,,,,
43,1,2,0,0,0,0,2,0,sa,0,18,200,2,4741,378.4620000000001,0,,13,1,X,1,html,1,1,0,1,1,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,4,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,3,1,1,0.0,0.0002109259649862,0.125,0.8437038599451593,20260226_013514,2026-02-26T01:35:16.178235,https://filesos.stc.com.sa/op/generate.aspx,https://filesos.stc.com.sa/,False,https://filesos.stc.com.sa/op/generate.aspx,4.0,,,,,,,,,,,,,,,,,,,,,,,
27,1,0,0,0,0,0,2,0,sa,0,18,302,3,160,333.885,1,,10,1,X,1,html,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.125,0.0,20260226_013514,2026-02-26T01:35:15.334317,https://filesos.stc.com.sa/,https://filesos.stc.com.sa/,True,https://filesos.stc.com.sa/,1.0,,,,,,,,,,,,,,,,,,,,,,,
35,1,0,0,0,0,0,1,0,com,0,26,200,2,226,675.7370000000001,0,,9,0,unknown,0,html,0,0,0,0,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0.0,0.0044247787610619,0.375,0.0,20260225_162729,2026-02-25T16:27:30.014549,https://amosprdapp.nasaviation.com/,https://amosprdapp.nasaviation.com/,False,https://amosprdapp.nasaviation.com/,3.0,,,,,,,,,,,,,,,,,,,,,,,
41,1,2,0,0,0,1,1,0,sa:8143,0,16,200,2,3744,374.928,0,,8,1,OpenAS,0,html,1,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,1,1,1,14,1,2,1,1,9,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,1,0.0,0.0037393162393162,0.0,1.0683760683760684,20260225_013341,2026-02-25T01:33:42.284731,https://sada.net.sa:8143/admin/login.html,https://sada.net.sa:8143/admin/login.html,False,https://sada.net.sa:8143/admin/login.html,3.0,,,,,,,,,,,,,,,,,,,,,,,
19,1,0,0,0,0,0,0,0,com,0,10,200,2,19692,528.047,0,,26,1,cloudflare,0,html,0,0,0,1,7,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,1,1,0,0,1,13,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,1,0.0,0.0003046922608165,0.875,0.0,20260224_233038,2026-02-24T23:30:39.403333,https://sorare.com/,https://sorare.com/,False,https://sorare.com/,3.0,,,,,,,,,,,,,,,,,,,,,,,
18,1,0,0,0,0,0,0,0,tg,0,9,200,2,83368,674.569,0,,22,1,cloudflare,1,html,1,1,0,1,6,1,1,1,1,1,0,0,0,0,1,4,0,0,0,0,1,29,1,29,1,29,1,6,1,1,8,1,31,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,1,0.0,0.0003478552921984,0.75,0.0479800403032338,20260224_230913,2026-02-24T23:09:14.072497,https://wallet.tg/,https://wallet.tg/,False,https://wallet.tg/,3.0,,,,,,,,,,,,,,,,,,,,,,,
26,1,0,0,0,0,0,1,0,io,1,17,200,2,3578,587.962,0,,22,1,cloudflare,0,html,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,0,0,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0.0,0.0008384572386808,0.125,0.0,20260224_171759,2026-02-24T17:18:00.030887,https://sa-dev.nearpay.io/,https://sa-dev.nearpay.io/,False,https://sa-dev.nearpay.io/,3.0,,,,,,,,,,,,,,,,,,,,,,,
25,1,1,0,0,0,0,1,0,sa,0,14,200,2,876757,857.562,0,,25,1,cloudflare,0,html,1,1,0,1,8,1,1,1,1,1,1,1,1,1,1,41,0,0,0,0,1,73,1,37,1,32,1,2,1,1,20,1,14,1,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,3,1,1,1.0,3.649814030569474e-05,1.0,0.0490443760357773,20260224_144556,2026-02-24T14:45:59.791355,https://www.diriyah.sa/en,https://www.diriyah.sa/,False,https://www.diriyah.sa/en,4.0,,,,,,,,,,,,,,,,,,,,,,,
23,1,0,0,0,0,0,1,0,sa,0,14,308,3,3,546.5980000000001,1,,23,1,cloudflare,0,other,1,1,0,0,7,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.875,0.0,20260224_144556,2026-02-24T14:45:58.420914,https://www.diriyah.sa/,https://www.diriyah.sa/,True,https://www.diriyah.sa/,1.0,,,,,,,,,,,,,,,,,,,,,,,
32,1,1,0,0,0,0,1,0,sa,0,21,200,2,382871,607.42,0,,25,1,cloudflare,0,html,1,1,0,1,8,1,1,1,1,1,0,0,0,0,1,10,0,0,0,0,1,60,1,22,1,30,1,4,1,1,9,1,14,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,3,1,1,0.0,7.835537295851606e-05,1.0,0.0261184576528386,20260224_014359,2026-02-24T01:44:01.970108,https://www.diriyahcompany.sa/en,https://www.diriyahcompany.sa/,False,https://www.diriyahcompany.sa/en,4.0,,,,,,,,,,,,,,,,,,,,,,,
30,1,0,0,0,0,0,1,0,sa,0,21,308,3,3,475.498,1,,22,1,cloudflare,0,other,1,1,0,0,7,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.875,0.0,20260224_014359,2026-02-24T01:44:00.872854,https://www.diriyahcompany.sa/,https://www.diriyahcompany.sa/,True,https://www.diriyahcompany.sa/,1.0,,,,,,,,,,,,,,,,,,,,,,,
25,1,0,0,0,0,0,2,0,sa,0,16,200,2,34289,306.574,0,3.0,13,0,unknown,0,html,1,1,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,1,1,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,1,1,0.0,0.0005541135641167,0.25,0.0,20260219_225523,2026-02-19T22:55:25.159121,https://cloud.stc.com.sa/,https://cloud.stc.com.sa/,False,https://cloud.stc.com.sa/,,,,,,,,,,,,,,,,,,,,,,,,
27,1,0,0,0,0,0,1,0,com,0,18,200,2,87080,312.695,0,3.0,15,0,unknown,0,html,0,0,0,0,6,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,0,0,1,7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,0.0,2.296738631143776e-05,0.75,0.0,20260219_003127,2026-02-19T00:31:29.770803,https://access.center3.com/,https://access.center3.com/,False,https://access.center3.com/,,,,,,,,,,,,,,,,,,,,,,,,
47,1,3,0,0,0,0,1,0,com,1,19,200,2,13812,5117.558,0,3.0,13,0,unknown,0,html,1,2,0,1,5,1,1,1,1,1,1,1,1,13,0,0,1,1,0,0,1,3,0,0,1,13,1,8,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,2,1,1,13.0,0.000941210541558,0.625,1.0136113524471475,20260218_224002,2026-02-18T22:40:07.330793,https://sbc-ruh.center3.com/cgi/login/login.php,https://sbc-ruh.center3.com/cgi/login/login.php,False,https://sbc-ruh.center3.com/cgi/login/login.php,,,,,,,,,,,,,,,,,,,,,,,,
19,1,0,0,0,0,0,0,0,com,0,11,200,2,49723,848.599,0,3.0,19,0,unknown,0,html,1,3,0,1,7,1,1,1,1,1,0,0,0,0,1,2,0,0,0,0,1,34,1,1,1,17,1,2,1,1,13,1,15,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,2,1,1,0.0,0.0003418940932767,0.875,0.0402228345031474,20260218_223632,2026-02-18T22:36:33.081416,https://center3.com,https://center3.com,False,https://center3.com,,,,,,,,,,,,,,,,,,,,,,,,
23,1,0,0,0,0,0,1,0,com,0,15,200,2,1090028,649.1940000000001,0,3.0,23,1,Pepyaka,0,html,1,1,0,1,2,0,1,0,0,1,1,1,1,6,1,1,1,1,0,0,0,10,1,22,1,76,1,0,1,1,52,1,26,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,2,1,1,6.0,6.972297959318476e-05,0.25,0.0073392610098089,20251206_210910,2025-12-06T21:09:12.874786,https://www.cyphact.com,https://www.cyphact.com,False,https://www.cyphact.com,,,,,,,,,,,,,,,,,,,,,,,,
29,1,1,0,0,0,0,1,0,com,0,14,200,2,250967,472.768,0,3.0,19,1,Server,0,html,1,2,0,0,4,0,1,1,1,1,1,2,1,2,1,27,0,0,0,0,1,69,1,3,1,28,1,11,1,1,3,1,36,1,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,2,1,1,1.0,0.0001115684532229,0.5,0.123522216068248,20251124_205406,2025-11-24T20:54:07.937642,https://aws.amazon.com/wickr/,https://aws.amazon.com/wickr/,False,https://aws.amazon.com/wickr/,,,,,,,,,,,,,,,,,,,,,,,,
22,1,0,0,0,0,0,0,0,com,0,13,200,2,187367,302.539,0,3.0,23,1,cloudflare,1,html,1,1,0,1,4,1,1,0,0,1,0,0,0,0,1,9,0,0,0,0,1,97,1,66,1,40,1,5,1,1,19,1,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,1,1,0.0,0.0002134847651934,0.5,0.0480340721685248,20251123_194228,2025-11-23T19:42:29.267460,https://1password.com/,https://1password.com/,False,https://1password.com/,,,,,,,,,,,,,,,,,,,,,,,,
34,1,0,1,1,0,0,1,0,com,0,14,200,2,175677,899.3,0,5.0,30,1,gws,0,html,1,2,0,1,4,0,1,1,1,0,1,1,1,8,1,1,1,2,0,0,1,16,1,10,1,11,1,2,1,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,4,1,1,8.0,6.261491259527429e-05,0.5,0.0569226478138857,20251114_163237,2025-11-14T16:32:40.258548,https://www.google.com/?gws_rd=ssl,http://google.com,False,https://www.google.com/?gws_rd=ssl,,,,,,,,,,,,,,,,,,,,,,,,
22,0,0,0,0,0,0,1,0,com,0,14,302,3,231,414.633,1,2.0,13,1,gws,0,html,1,1,0,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0.0,0.0,0.375,0.0,20251114_163237,2025-11-14T16:32:39.287123,http://www.google.com/,http://google.com,True,,,,,,,,,,,,,,,,,,,,,,,,,
17,0,0,0,0,0,0,0,0,com,0,10,301,3,219,475.053,1,1.0,13,1,gws,0,html,0,0,0,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.375,0.0,20251114_163237,2025-11-14T16:32:38.825370,http://google.com,http://google.com,True,,,,,,,,,,,,,,,,,,,,,,,,,
21,1,0,0,0,0,0,0,0,com,0,12,200,2,70063,799.845,0,3.0,14,1,cloudflare,1,html,0,0,0,0,0,0,0,0,0,0,1,3,1,11,1,2,0,0,0,0,1,56,1,26,1,21,1,3,1,1,25,1,21,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,2,1,1,3.6666666666666665,0.0002997302427814,0.0,0.2283658992620927,20251112_180555,2025-11-12T18:05:57.836936,https://kaltokan.com/,https://kaltokan.com/,False,https://kaltokan.com/,,,,,,,,,,,,,,,,,,,,,,,,
55,1,1,1,2,0,0,1,0,com,0,14,200,2,240169,693.5799999999999,0,4.0,26,1,envoy,0,html,0,0,0,1,4,1,1,0,0,1,0,0,0,0,1,3,0,0,0,0,1,47,0,0,1,69,1,4,1,0,0,1,14,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,3,1,1,0.0,0.00028729769454,0.5,0.0124912041104388,20251105_112124,2025-11-05T11:21:25.973324,https://www.klarna.com/international/?grs=%2F&grr=empty,https://www.klarna.com/,False,https://www.klarna.com/international/?grs=%2F&grr=empty,,,,,,,,,,,,,,,,,,,,,,,,
23,1,0,0,0,0,0,1,0,com,0,14,307,3,68,675.7729999999999,1,1.0,25,1,envoy,0,text,1,1,0,1,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.5,0.0,20251105_112124,2025-11-05T11:21:25.223249,https://www.klarna.com/,https://www.klarna.com/,True,,,,,,,,,,,,,,,,,,,,,,,,,
21,1,0,0,0,0,0,0,0,org,0,12,200,2,18735,1283.801,0,3.0,27,1,RubyGems.org,0,html,1,1,0,1,6,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,1,48,0,0,1,3,1,2,1,1,2,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,2.0,0.0001601281024819,0.75,0.1601281024819855,20251105_104441,2025-11-05T10:44:44.184223,https://rubygems.org/,https://rubygems.org/,False,https://rubygems.org/,,,,,,,,,,,,,,,,,,,,,,,,
25,1,0,0,0,0,0,2,0,sa,0,16,200,2,859,1498.806,0,3.0,14,0,unknown,0,html,1,2,0,0,4,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,1,0.0,0.0011641443538998,0.5,0.0,20251105_102030,2025-11-05T10:20:33.508363,https://icare.chi.gov.sa/,https://icare.chi.gov.sa/,False,https://icare.chi.gov.sa/,,,,,,,,,,,,,,,,,,,,,,,,
42,1,2,0,0,0,0,2,0,sa,0,15,200,2,7992,373.799,0,4.0,11,0,unknown,0,html,1,2,0,0,2,0,1,0,1,0,0,0,1,1,1,5,0,0,0,0,1,2,1,3,1,24,1,3,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,1,0,1,4,0,3,1,1,0.0,0.003003003003003,0.25,0.7507507507507507,20251104_202938,2025-11-04T20:29:39.683956,https://pay.hrsd.gov.sa/PartyPayment/Index,https://pay.hrsd.gov.sa/,False,https://pay.hrsd.gov.sa/PartyPayment/Index,,,,,,,,,,,,,,,,,,,,,,,,
23,1,0,0,0,0,0,1,0,com,0,14,200,2,175220,1053.307,0,3.0,30,1,gws,0,html,1,2,0,1,4,0,1,1,1,0,1,1,1,8,1,1,1,2,0,0,1,16,1,10,1,11,1,2,1,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,2,1,1,8.0,6.277822166419358e-05,0.5,0.0570711106038123,20251104_202909,2025-11-04T20:29:11.405700,https://www.google.com/,https://www.google.com/,False,https://www.google.com/,,,,,,,,,,,,,,,,,,,,,,,,
30,1,0,0,0,0,0,2,0,sa,0,21,200,2,34868,269.088,0,3.0,17,1,"Caddy, Microsoft-IIS",1,html,1,3,0,1,1,0,0,0,1,0,1,1,1,3,1,3,0,0,0,0,1,38,1,16,1,23,1,9,1,1,3,1,4,1,0,0,1,0,1,0,0,0,0,1,0,0,1,3,2,2,1,1,3.0,0.0006596306068601,0.125,0.200757141218309,20251104_202427,2025-11-04T20:24:29.286951,https://eservices.nour.net.sa/,https://eservices.nour.net.sa/,False,https://eservices.nour.net.sa/,,,,,,,,,,,,,,,,,,,,,,,,
28,1,1,0,0,0,0,1,0,com,0,17,200,2,324824,575.425,0,3.0,26,1,cloudflare,0,html,1,1,0,1,7,1,1,1,1,1,0,0,0,0,1,8,0,0,0,0,0,36,1,42,1,19,1,2,1,0,0,1,15,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,1,0.0,5.84932147870847e-05,0.875,0.0246287220156146,20251104_195425,2025-11-04T19:54:27.076962,https://www.wadisafar.com/ar,https://www.wadisafar.com/ar,False,https://www.wadisafar.com/ar,,,,,,,,,,,,,,,,,,,,,,,,
31,1,2,0,0,0,0,2,0,com,0,15,200,2,54926,594.189,0,3.0,27,0,unknown,0,html,1,5,1,1,7,1,1,1,1,1,1,4,1,23,1,4,0,0,0,0,1,15,1,3,1,9,1,4,1,1,1,1,7,1,0,0,0,0,0,0,0,0,0,1,1,0,0,5,1,2,1,1,5.75,0.000163856825547,0.875,0.5643957324400102,20251104_183034,2025-11-04T18:30:35.814541,https://app.sa.zain.com/en/home,https://app.sa.zain.com/en/home,False,https://app.sa.zain.com/en/home,,,,,,,,,,,,,,,,,,,,,,,,
18,1,0,0,0,0,0,0,0,com,0,9,200,2,18266,346.958,0,3.0,18,1,cloudflare,0,html,1,1,0,0,5,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,22,1,11,1,32,1,21,1,1,43,1,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,1,0.0,0.001751888755064,0.625,0.0547465235957516,20251104_181132,2025-11-04T18:11:33.408780,https://wafid.com/,https://wafid.com/,False,https://wafid.com/,,,,,,,,,,,,,,,,,,,,,,,,
26,1,1,0,0,0,0,0,0,com,0,14,200,2,70160,1310.189,0,3.0,40,1,cloudflare,0,html,1,1,0,1,6,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,189,1,23,1,12,1,13,1,1,42,1,14,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,2,1,1,0.0,0.0001710376282782,0.75,0.0142531356898517,20251104_161624,2025-11-04T16:16:26.371155,https://alscotoday.com/go/,https://alscotoday.com/go/,False,https://alscotoday.com/go/,,,,,,,,,,,,,,,,,,,,,,,,
26,1,0,0,0,0,0,1,0,com,0,17,200,2,147718,830.886,0,3.0,26,1,Apache,0,html,0,0,0,1,7,1,1,1,1,1,1,1,1,3,1,2,0,0,0,0,1,142,1,24,1,15,1,5,1,1,21,1,15,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,2,1,1,3.0,0.0001015448354296,0.875,0.040617934171868,20251104_105738,2025-11-04T10:57:40.490907,https://www.netscaler.com/,https://www.netscaler.com/,False,https://www.netscaler.com/,,,,,,,,,,,,,,,,,,,,,,,,
22,1,0,0,0,0,0,1,0,com,0,13,200,2,297216,1153.675,1,,29,1,cloudflare,0,html,1,5,0,1,7,1,1,1,1,1,0,0,0,0,1,17,0,0,0,0,1,438,1,26,1,13,1,1,1,1,10,1,20,1,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0.0,4.3739233419465975e-05,0.875,0.0571974590869939,20260302_012842,2026-03-02T01:28:44.172131,https://www.canva.com/,https://www.canva.com/,True,https://www.canva.com/,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,428.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,0.0,0.0
22,1,0,0,0,0,0,1,0,com,0,13,200,2,297216,1153.675,0,,29,1,cloudflare,0,html,1,5,0,1,7,1,1,1,1,1,0,0,0,0,1,17,0,0,0,0,1,438,1,26,1,13,1,1,1,1,10,1,20,1,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,2,1,1,0.0,4.3739233419465975e-05,0.875,0.05719745908699397,20260302_012842,2026-03-02T01:28:44.222656,https://www.canva.com/,https://www.canva.com/,False,https://www.canva.com/,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,428.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,0.0,0.0
